Material,Valuation area,Moving price,MovAvgPrice PP,MovAvgPrice PY,Standard price,Price unit,Total Stock,Total Value,Price control,Price_Change_PP,Price_Change_PY
100900030051,1001,138.56,138.56,138.56,152.51,1,4546.0,629886.8,V,0.0,0.0
100900030074,1001,171.61,171.61,171.61,0.0,1,31320.0,5374670.81,V,0.0,0.0
100900040017,1001,650.0,650.0,650.0,235.62,1,0.0,0.0,V,0.0,0.0
100900050024,1000,141.87,141.87,141.87,0.0,1,63.0,8937.81,V,0.0,0.0
100900050024,1001,141.87,1.0,1.0,0.0,1,216.0,30643.92,V,14087.0,14087.0
100900050050,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
100900050052,1001,73.44,1.0,1.0,0.0,1,680.0,49939.2,V,7244.0,7244.0
100900060011,1000,71.26,0.0,0.0,0.0,1,164.0,11686.64,V,inf,inf
100900060011,1000,71.26,71.26,71.26,0.0,1,139.0,9905.14,V,0.0,0.0
100900060012,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101000010004,1001,223.82,1.0,1.0,0.0,1,260.0,58194.01,V,22282.0,22282.0
101000010006,1000,329.37,329.37,329.37,0.0,1,60.0,19762.25,V,0.0,0.0
101000010008,1000,359.13,359.13,359.13,0.0,1,56.0,20111.26,V,0.0,0.0
101000010008,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101000010010,1000,356.84,356.84,356.84,0.0,1,267.0,95275.42,V,0.0,0.0
101000010010,1000,356.84,356.84,356.84,0.0,1,1.0,356.84,V,0.0,0.0
101000020005,1001,59.27,59.27,59.27,0.0,1,145.0,8594.87,V,0.0,0.0
101000020005,1001,75.19,75.19,75.19,0.0,1,4275.0,321427.93,V,0.0,0.0
101000030005,1000,49.75,49.75,49.75,0.0,1,1134.0,56415.42,V,0.0,0.0
101000060006,1001,189.85,189.77,189.77,0.0,1,0.0,0.0,V,0.042156294461708425,0.042156294461708425
101000070006,1001,328.03,328.03,328.03,0.0,1,547.0,179432.23,V,0.0,0.0
101000080004,1001,240.19,1.0,1.0,0.0,1,200.0,48037.27,V,23919.0,23919.0
101100010003,1015,413.76,413.76,413.76,411.59,1,48.798,20190.42,V,0.0,0.0
101100020004,1001,167.93,1.0,1.0,414.84,1,10043.746,1686684.19,V,16693.0,16693.0
101100020004,1001,414.82,414.82,414.82,414.84,1,10000.0,4148200.0,V,0.0,0.0
101200010001,1001,1.49,1.0,1.0,1.51,1,261255.0,390075.1,V,49.0,49.0
101200010009,1000,4.27,4.27,4.27,0.0,1,2598.0,11103.4,V,0.0,0.0
101200020008,1000,3.25,1.0,1.0,0.0,1,2700.0,8775.0,V,225.0,225.0
101300010002,1001,32.28,1.0,1.0,5.0,1,361895.002,11680518.36,V,3128.0,3128.0
101300010002,1001,4.5,4.5,4.5,0.0,1,0.0,0.0,V,0.0,0.0
101400010001,1001,44.12,43.02,43.02,42.99,1,1.02,45.0,V,2.5569502556950123,2.5569502556950123
101400010001,1001,54.11,54.11,54.11,42.99,1,10000.0,541100.0,V,0.0,0.0
101500010002,1000,468.35,1.0,1.0,0.0,1,885.0,414489.75,V,46735.0,46735.0
101801110010,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110017,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110029,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110031,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110058,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110059,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110061,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110079,1000,6.14,0.0,0.0,0.0,1,1.0,6.14,V,inf,inf
101801110083,1001,21.24,1.0,1.0,0.0,1,193.0,4099.32,V,2023.9999999999998,2023.9999999999998
101801110084,1001,21.8,1.0,1.0,0.0,1,41443.0,903582.11,V,2080.0,2080.0
101801110088,1000,58.82,0.0,0.0,0.0,1,56.0,3293.92,V,inf,inf
101801110088,1000,58.82,58.82,58.82,0.0,1,56.0,3293.92,V,0.0,0.0
101801110093,1015,41.24,55.72,55.72,41.24,1,10.0,412.4,V,-25.987078248384776,-25.987078248384776
101801110098,1000,22.6,0.0,0.0,0.0,1,420.0,9492.0,V,inf,inf
101801110098,1001,10.17,1.0,1.0,0.0,1,76073.0,773662.41,V,917.0,917.0
101801110103,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
101801110113,1001,19.98,1.0,1.0,0.0,1,2570.0,51348.6,V,1898.0,1898.0
101801110115,1001,27.9,1.0,1.0,0.0,1,2696.0,75218.4,V,2690.0,2690.0
104000003600,1000,101.95,101.95,101.95,0.0,1,289.0,29464.0,V,0.0,0.0
104000003600,1000,101.95,101.95,101.95,0.0,1,2500.0,254878.88,V,0.0,0.0
104000003700,1000,102.29,102.29,102.29,0.0,1,7938.0,811939.09,V,0.0,0.0
104000003700,1000,102.29,102.29,102.29,0.0,1,10.0,1022.85,V,0.0,0.0
104000003700,1000,102.29,102.29,102.29,0.0,1,1309.0,133891.19,V,0.0,0.0
104000003800,1000,98.67,98.67,98.67,0.0,1,1472.0,145245.54,V,0.0,0.0
104000003800,1000,98.67,98.67,98.67,0.0,1,1481.0,146133.59,V,0.0,0.0
104000005000,1000,33.56,1.0,1.0,0.0,1,1799.83,60395.26,V,3256.0,3256.0
104000086900,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
104000090400,1000,99.37,99.37,99.37,0.0,1,71.0,7055.29,V,0.0,0.0
104000090400,1000,99.37,99.37,99.37,0.0,1,447.0,44418.49,V,0.0,0.0
104000090400,1000,99.37,99.37,99.37,0.0,1,217.0,21563.34,V,0.0,0.0
104000090400,1000,99.37,99.37,99.37,0.0,1,134.0,13315.61,V,0.0,0.0
104000101400,1000,90.32,90.32,90.32,0.0,1,2808.0,253619.31,V,0.0,0.0
104000101400,1000,90.32,90.32,90.32,0.0,1,5749.0,519251.22,V,0.0,0.0
104000101400,1000,90.32,90.32,90.32,0.0,1,690.0,62320.98,V,0.0,0.0
104000101400,1000,90.32,90.32,90.32,0.0,1,658.0,59430.74,V,0.0,0.0
104000110200,1000,102.12,102.12,102.12,0.0,1,330.0,33700.98,V,0.0,0.0
104000110200,1000,102.12,102.12,102.12,0.0,1,35.0,3574.35,V,0.0,0.0
104000110400,1000,107.37,107.37,107.37,0.0,1,7.0,751.57,V,0.0,0.0
104000119000,1000,1530.3,1530.3,1530.3,0.0,1,144.88,221710.53,V,0.0,0.0
104000129300,1000,861.23,861.23,861.23,0.0,1,25.72,22150.84,V,0.0,0.0
104000143900,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
104000165000,1001,61.07,61.07,61.07,0.0,1,28.0,1709.9,V,0.0,0.0
104000165100,1001,64.76,64.76,64.76,0.0,1,12000.0,777112.21,V,0.0,0.0
104000165100,1001,64.13,64.13,64.13,0.0,1,1200.0,76961.81,V,0.0,0.0
104000165300,1001,65.47,65.47,65.47,0.0,1,300.0,19640.32,V,0.0,0.0
104000166000,1001,64.5,64.5,64.5,0.0,1,466.0,30057.0,V,0.0,0.0
104000206100,1001,43.78,43.78,43.78,0.0,1,0.0,0.0,V,0.0,0.0
104000206100,1001,42.11,42.11,42.11,0.0,1,44.0,1853.0,V,0.0,0.0
104000206200,1001,36.73,36.73,36.73,0.0,1,252.0,9255.26,V,0.0,0.0
104000206200,1001,36.52,36.41,36.41,0.0,1,0.0,0.0,V,0.30211480362539567,0.30211480362539567
104000206200,1001,34.1,34.1,34.1,0.0,1,0.0,0.0,V,0.0,0.0
104000206200,1001,42.6,42.6,42.6,0.0,1,0.0,0.0,V,0.0,0.0
104000206200,1001,42.64,42.77,42.77,0.0,1,0.0,0.0,V,-0.30395136778116094,-0.30395136778116094
104000206200,1001,42.6,42.6,42.6,0.0,1,0.0,0.0,V,0.0,0.0
104000206200,1001,42.8,43.03,43.03,0.0,1,300.0,12839.93,V,-0.5345108064141388,-0.5345108064141388
104000206200,1001,40.95,40.95,40.95,0.0,1,140.0,5733.2,V,0.0,0.0
104000206200,1001,35.24,35.24,35.24,0.0,1,0.0,0.0,V,0.0,0.0
104000206300,1001,38.58,38.58,38.58,0.0,1,138.0,5323.47,V,0.0,0.0
104000206400,1001,42.79,41.86,41.86,0.0,1,0.0,0.0,V,2.221691352126134,2.221691352126134
104000206400,1001,40.33,39.41,39.41,0.0,1,663.0,26736.73,V,2.3344328850545595,2.3344328850545595
104000206400,1001,43.19,43.19,43.19,0.0,1,0.0,0.0,V,0.0,0.0
104000206400,1001,36.71,36.71,36.71,0.0,1,8.0,293.68,V,0.0,0.0
104000206400,1001,37.65,35.57,35.57,0.0,1,2045.0,76992.08,V,5.847624402586445,5.847624402586445
104000206700,1001,1075.5,1.0,1.0,0.0,1,360.0,387178.92,V,107450.0,107450.0
109900000002,1001,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
109900000005,1001,467.66,1.0,1.0,487.38,1,2127.909,995141.14,V,46666.0,46666.0
109900000005,1001,505.0,505.0,505.0,454.04,1,262.84,132734.2,V,0.0,0.0
109900000005,1001,505.0,505.0,505.0,454.04,1,10.65,5378.25,V,0.0,0.0
109900000005,1001,504.65,505.0,505.0,454.04,1,140.299,70802.15,V,-0.06930693069307381,-0.06930693069307381
109900000005,1001,479.56,479.56,479.56,487.38,1,10.0,4795.6,V,0.0,0.0
