Material,Valuation area,Valuation Type,Del. flag val. type,Total Stock,Total Value,Price control,Moving price,Standard price,Price unit,Valuation Class,Value/mov. av. price,Tot.stock prev.per,Total value PP,Price control.1,MovAvgPrice PP,Standard price.1,Price unit PP,Valuation class,Value prev. period,Total stock PY,Total value PY,Price control.2,MovAvgPrice PY,Standard price.2,Price unit PY,Valuation class.1,Value previous year,Year current period,Current period,Valuation Category,Previous Price,Last Price Change,Future Price,Valid from,Time Stamp,Tax price 1,Commercial price 1,Tax price 3,Commercial price 3,Total val. YBL,Total stock in YBL,Total stock in PBL,Tot.val.per.bef.last,Future planned price,Planned price 1,Planned price 2,Planned price 3,Planned price date 1,Planned price date 2,Planned price date 3,Future cost est. pd,Curr. cost est. per.,Prev. cost est. per.,Future cost estimate,Current CostEstimate,PreviousCostEstimate,Overhead key,LIFO/FIFO-relevant,LIFO Pool,Commercial price 2,Tax price 2,Devaluation Ind.,Maintenance status,ProdCostEst.No.,Cost Estimate Number,Valuation Variant,Valuation Variant.1,Valuation Variant.2,Costing Version,Costing Version.1,Costing Version.2,Origin Group,Overhead Group,Posting Period,Current Period,Previous Period,Future Fiscal Year,Current Fiscal Year,Previous Fiscal Year,Cost Est. with Qty Structure,PreviousPlannedPrice,Mat. Ledger Active,Material Price Determination: Control,Current Planned Prc.,Total value at SP,Material origin,Phys. Inv. Block,Ph.inv. VO material,Date of Last Count,CC Phys. Inv. Ind.,Valuation margin,Fixed Current Plnd Price,Fixed Previous Plnd Price,"Future Plan Price, Fixed",Current Valuation Strategy,Previous Valuation Strategy,Future Valuation Strategy,VC: Sales order stk,Proj. stk val. class,Material Usage,Material origin.1,Produced in-house,Valuated UoM,Price unit.1,MBEWH rec. already exists for per. befor,VC: Spec. stk at vdr,MD Product valuation extension field ele,Prepaid Inventory
100120100033,1001,2525496003,,0.0,0.0,V,45.45,45.2,1,4011,0.0,0,0.0,,45.45,45.2,1,,0.0,0,0.0,,45.45,45.2,1,,0,2019,1,X,0.0,,0,,2019-04-22 09:58:05,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100272563,100272564,,,,0,0,0,,,0,0,0,,,,,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100033,1001,3825496-SP,,104.0,4540.5,V,43.66,0.0,1,4011,0.0,0,0.0,,41.78,0.0,1,,0.0,0,0.0,,41.78,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:29:56,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201788,100201789,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100033,1001,3825496008,,20.0,929.98,V,46.5,0.0,1,4011,0.0,0,0.0,,46.5,0.0,1,,0.0,0,0.0,,46.5,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:29:05,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100203028,100203029,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100052,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001306,100001307,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100061,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001326,100001327,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100070,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001344,100001345,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100094,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001394,100001395,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100102,1001,,,2633.0,161686.68,V,61.41,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,11,X,0.0,,0,,2019-03-04 19:01:13,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001410,100001411,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100102,1001,0813423004,,1431.0,88231.47,V,61.66,0.0,1,4011,0.0,0,0.0,,61.66,0.0,1,,0.0,0,0.0,,61.66,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:01:13,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202538,100202539,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100103,1001,0813419003,,70.0,4281.96,V,61.17,0.0,1,4011,0.0,0,0.0,,61.17,0.0,1,,0.0,0,0.0,,61.17,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 16:23:45,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201606,100201607,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100105,1001,0813394002,,1000.0,61095.35,V,61.1,0.0,1,4011,0.0,0,0.0,,61.1,0.0,1,,0.0,0,0.0,,61.1,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 16:22:56,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201600,100201601,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100105,1001,0813394003,,1836.0,112172.26,V,61.1,0.0,1,4011,0.0,0,0.0,,61.1,0.0,1,,0.0,0,0.0,,61.1,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 16:23:12,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201602,100201603,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100110,1001,,,110.0,9742.6,V,88.57,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,11,X,0.0,,0,,2019-03-04 21:24:05,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001426,100001427,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100112,1001,0813450003,,522.0,31892.26,V,61.1,0.0,1,4011,0.0,0,0.0,,61.1,0.0,1,,0.0,0,0.0,,61.1,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 16:22:04,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201590,100201591,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100112,1001,0813450004,,347.0,21225.2,V,61.17,0.0,1,4011,0.0,0,0.0,,61.17,0.0,1,,0.0,0,0.0,,61.17,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 16:22:22,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201592,100201593,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100112,1001,0813450005,,165.0,10173.48,V,61.66,0.0,1,4011,0.0,0,0.0,,61.66,0.0,1,,0.0,0,0.0,,61.66,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:00:52,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202528,100202529,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100113,1001,0813445007,,2645.0,163083.03,V,61.66,0.0,1,4011,0.0,0,0.0,,61.66,0.0,1,,0.0,0,0.0,,61.66,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:00:47,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202524,100202525,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100150,1001,M4-4.42-SM,,183.0,11505.61,V,62.87,0.0,1,4011,0.0,0,0.0,,62.87,0.0,1,,0.0,0,0.0,,62.87,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 18:51:22,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202260,100202261,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100185,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001610,100001611,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100191,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001622,100001623,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100192,1001,0813385001,,349.0,24772.41,V,70.98,0.0,1,4011,0.0,0,0.0,,70.98,0.0,1,,0.0,0,0.0,,70.98,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 18:27:43,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202018,100202019,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100120100193,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001626,100001627,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100205,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001650,100001651,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100224,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001688,100001689,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100120100238,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001712,100001713,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100121100002,1001,,,100.0,0.0,V,0.0,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,12,X,0.0,,0,,2019-03-29 10:45:13,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001200,100001201,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100121100015,1001,3825528-CH,,339.0,19904.4,V,58.72,0.0,1,4011,0.0,0,0.0,,56.03,0.0,1,,0.0,0,0.0,,56.03,0.0,1,,0,2019,1,X,0.0,,0,,2019-04-19 11:53:41,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100201876,100201877,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100121100015,1001,3825528004,,1951.589,114915.82,V,58.88,0.0,1,4011,0.0,0,0.0,,58.88,0.0,1,,0.0,0,0.0,,58.88,0.0,1,,0,2019,1,X,0.0,,0,,2019-04-09 23:31:41,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100232217,100232218,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,X,,,
100121100015,1001,3825530-BR,,110.0,6184.07,V,56.22,0.0,1,4011,0.0,0,0.0,,55.95,0.0,1,,0.0,0,0.0,,55.95,0.0,1,,0,2018,12,X,0.0,,0,,2019-03-16 12:34:08,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100203206,100203207,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,X,,,
100121100029,1001,2525523002,,60.0,3309.35,V,55.16,0.0,1,4011,0.0,0,0.0,,55.16,0.0,1,,0.0,0,0.0,,55.16,0.0,1,,0,2019,1,X,0.0,,0,,2019-04-08 17:31:47,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100203052,100203053,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100121100050,1001,2325520-CH,,63.0,4863.91,V,77.2,0.0,1,4011,0.0,0,0.0,,77.2,0.0,1,,0.0,0,0.0,,77.2,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:03:41,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202640,100202641,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100121100050,1001,2525518001,,538.0,40487.86,V,75.26,0.0,1,4011,0.0,0,0.0,,75.26,0.0,1,,0.0,0,0.0,,75.26,0.0,1,,0,2018,11,X,0.0,,0,,2019-03-04 19:03:33,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202634,100202635,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100121100050,1001,2525520001,,30.0,2277.42,V,75.91,0.0,1,4011,0.0,0,0.0,,75.91,0.0,1,,0.0,0,0.0,,75.91,0.0,1,,0,2019,3,X,0.0,,0,,2019-06-04 06:38:59,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100202636,100202637,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
100121100135,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001504,100001505,,,,0,0,0,CELL,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100121110080,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001366,100001367,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100121110121,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001450,100001451,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100121110122,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001452,100001453,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100130100162,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001564,100001565,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100130100197,1001,,,0.0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0.0,0,0.0,V,0.01,0.0,1,4011,0,2018,6,X,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100001634,100001635,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
100131110024,1001,00494670-N,,0.0,0.0,V,42.33,0.0,1,4011,0.0,0,0.0,,42.33,0.0,1,,0.0,0,0.0,,42.33,0.0,1,,0,2019,1,X,0.0,,0,,2019-04-22 17:32:18,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,,100273142,100273143,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,4011.0,4011.0,,,,,0,,,,
