Sales document,Sales Document Item,Material,Material Group,Product hierarchy,Net Value,Order Quantity,Sales unit,Net Price,Material_Clean,Moving price,Unit_Price,Unit_Cost,Profit_Margin,Flag
10000050,10,202038003300,B0003,,206910.0,33.0,EA,19.0,202038003300,5505.0,6270.0,5505.0,12.200956937799043,
20000184,40,200300013300,B0003,,3076920.0,504.0,EA,6105.0,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
10000128,10,202038003300,B0003,,764940.0,122.0,EA,19.0,202038003300,5463.0,6270.0,5463.0,12.870813397129185,
10000642,10,200300013300,B0003,,2098074.3,383.0,EA,16.6,200300013300,5307.92,5478.000783289816,5307.92,3.1047966223121675,
20000545,10,200300013300,B0003,,24053700.0,3940.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000081,10,200300013250,B0003,,121504500.0,20100.0,EA,18.6,200300013250,5307.92,6045.0,5307.92,12.193217535153018,
20000504,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000340,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000754,10,200300013250,B0003,,166075.24,28.0,EA,5931.26,200300013250,5307.92,5931.258571428572,5307.92,10.50938116964335,
10000753,10,200300013300,B0003,,1011780.0,168.0,EA,18.25,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000543,10,200300013300,B0003,,694847.8,112.0,EA,6204.0,200300013300,5307.92,6203.998214285714,5307.92,14.443560158066267,
20000522,20,200300013300,B0003,,536002.36,89.0,EA,6022.5,200300013300,5307.92,6022.498426966292,5307.92,11.865149250462249,
20000128,10,202038003300,B0003,,940500.0,152.0,EA,18.75,202038003300,5585.0,6187.5,5585.0,9.737373737373735,
20000373,10,200300013300,B0003,,7214624.75,1166.0,EA,18.75,200300013300,4826.1,6187.499785591766,4826.1,22.00242153966496,
20000310,10,200300013300,B0003,,20754360.0,3494.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
20000393,10,200300013300,B0003,,618750.5,100.0,EA,6187.51,200300013300,5293.8,6187.505,5293.8,14.44370550003596,
20000557,10,200300013300,B0003,,313037.98,51.0,EA,18.6,200300013300,5307.92,6137.999607843137,5307.92,13.523617805098276,
10000509,10,200300013300,B0003,,618750.5,100.0,EA,6187.51,200300013300,5307.92,6187.505,5307.92,14.215503664239462,
20000507,10,200300013300,B0003,,1011780.0,168.0,EA,6022.5,200300013300,5411.0,6022.5,5411.0,10.153590701535906,
20000292,10,200300013300,B0003,,3557400.0,560.0,EA,19.25,200300013300,5307.92,6352.5,5307.92,16.443604879968515,
10000671,10,200300013300,B0003,,9060480.0,1560.0,EA,17.6,200300013300,5307.92,5808.0,5307.92,8.610192837465563,
20000496,10,200300013300,B0003,,9060480.0,1560.0,EA,17.6,200300013300,5307.92,5808.0,5307.92,8.610192837465563,
10001159,10,200100013400,B0003,,19040000.0,56.0,EA,1000.0,200100013400,85307.66,340000.0,85307.66,74.90951176470588,High_Price
20000440,10,200300013300,B0003,,2815312.38,455.0,EA,18.75,200300013300,5307.92,6187.499736263736,5307.92,14.2154306869492,
20000558,10,200300013300,B0003,,372404.75,61.0,EA,18.5,200300013300,5293.8,6104.995901639344,5293.8,13.28741107625506,
20000516,10,200300013350,B0003,,1040577.15,167.0,EA,18.6,200300013350,5307.92,6231.000898203593,5307.92,14.81432779876053,
20000518,10,200300013300,B0003,,15717240.0,2646.0,EA,18.0,200300013300,5293.8,5940.0,5293.8,10.878787878787875,
10000779,10,200300013300,B0003,,337260.0,56.0,EA,6022.5,200300013300,5293.8,6022.5,5293.8,12.09962640099626,
10000207,10,202038003300,B0003,,1805760.0,304.0,EA,18.0,202038003300,5505.0,5940.0,5505.0,7.3232323232323235,
10001416,10,100200030003,R0002,,100000.0,10.0,KG,10000.0,100200030003,5067.86,10000.0,5067.86,49.3214,
10000007,20,202038003300,B0003,,1859814.3,303.0,EA,18.6,202038003300,5585.0,6138.00099009901,5585.0,9.009464009390616,
10000740,10,200300013300,B0003,,1349040.0,224.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000778,10,200300013300,B0003,,990000.0,100.0,EA,30.0,200300013300,5411.0,9900.0,5411.0,45.34343434343434,
20000783,10,200300013300,B0003,,844799.6,100.0,EA,25.6,200300013300,5307.92,8447.996,5307.92,37.169477826457296,
10000767,10,200300013300,B0003,,2047650.5,340.0,EA,6022.5,200300013300,5307.92,6022.501470588235,5307.92,11.865193791616289,
10000437,10,200300013300,B0003,,3028080.0,496.0,EA,18.5,200300013300,5411.0,6105.0,5411.0,11.367731367731368,
20000485,10,200300013300,B0003,,125400.0,20.0,EA,19.0,200300013300,5307.92,6270.0,5307.92,15.344178628389155,
10000665,10,200300013300,B0003,,9960720.0,1715.0,EA,17.6,200300013300,5307.92,5808.0,5307.92,8.610192837465563,
10000591,10,200300013300,B0003,,1183643.8,196.0,EA,18.3,200300013300,5307.92,6038.998979591837,5307.92,12.10596295946467,
10000666,10,200300013300,B0003,,16525080.0,2782.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
20000524,10,200300013250,B0003,,6221670.5,1032.0,EA,18.55,200300013250,5307.92,6028.750484496124,5307.92,11.956548647184064,
20000423,10,200300013300,B0003,,927464.74,154.0,EA,6022.5,200300013300,5307.92,6022.498311688311,5307.92,11.865147563453457,
20000092,10,202038003300,B0003,,2503050.5,410.0,EA,18.5,202038003300,5463.0,6105.001219512195,5463.0,10.515988390965347,
20000340,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000375,20,200300013300,B0003,,1349040.4,224.0,EA,6022.5,200300013300,5307.92,6022.501785714286,5307.92,11.86519840325019,
20000536,20,200300013300,B0003,,1517670.46,252.0,EA,6022.5,200300013300,5307.92,6022.501825396826,5307.92,11.865198983974429,
20000471,20,200300013300,B0003,,505889.91,84.0,EA,6022.5,200300013300,5307.92,6022.498928571428,5307.92,11.865156591085196,
20000475,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000512,10,200300013300,B0003,,463980.0,76.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000332,10,200300013300,B0003,,1349040.0,224.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000533,20,200300013300,B0003,,180675.24,30.0,EA,6022.51,200300013300,5307.92,6022.508,5307.92,11.86528934457206,
20000243,10,200300013300,B0003,,4138067.6,667.0,EA,18.8,200300013300,5307.92,6203.99940029985,5307.92,14.443576513829786,
20000265,10,200300013300,B0003,,18277380.0,3077.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
20000801,10,200100013400,B0003,,425000.5,50.0,EA,25.0,200100013400,6765.0,8500.01,6765.0,20.41185833899019,
20000110,10,202038003300,B0003,,5588021.9,946.0,EA,17.9,202038003300,5505.0,5906.999894291756,5505.0,6.805483350020526,
10000641,10,200300013250,B0003,,3247790.5,602.0,EA,16.6,200300013250,5281.15,5395.000830564784,5281.15,2.1103023732596173,
20000393,10,200300013300,B0003,,618750.5,100.0,EA,6187.51,200300013300,5307.92,6187.505,5307.92,14.215503664239462,
10000396,10,200300013300,B0003,,15439116.2,2728.0,EA,17.15,200300013300,5307.92,5659.500073313783,5307.92,6.212210774085631,
20000462,10,200300013300,B0003,,674520.25,112.0,EA,6022.5,200300013300,5307.92,6022.502232142857,5307.92,11.865204936397385,
20000626,10,200300013300,B0003,,57172.38,9.0,EA,19.25,200300013300,5307.92,6352.486666666667,5307.92,16.443429502147712,
20000291,10,202038003300,B0003,,3557400.0,560.0,EA,19.25,202038003300,5585.0,6352.5,5585.0,12.08185753640299,
10000632,10,200300013300,B0003,,20754360.0,3494.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
20000321,10,200300013300,B0003,,927960.0,152.0,EA,6105.0,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000507,10,200300013300,B0003,,1011780.0,168.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000217,20,200300013300,B0003,,3076920.0,504.0,EA,18.5,200300013300,4826.1,6105.0,4826.1,20.94840294840294,
20000332,10,200300013300,B0003,,1349040.0,224.0,EA,6022.5,200300013300,5293.8,6022.5,5293.8,12.09962640099626,
10000231,10,202038003300,B0003,,1025640.0,168.0,EA,18.5,202038003300,5505.0,6105.0,5505.0,9.828009828009828,
10000398,10,200300013300,B0003,,3557400.0,560.0,EA,19.25,200300013300,5307.92,6352.5,5307.92,16.443604879968515,
20000372,10,200300013350,B0003,,5820290.5,952.0,EA,18.25,200300013350,5307.92,6113.750525210084,5307.92,13.180624918979552,
10000730,10,200300013300,B0003,,674520.0,112.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000402,10,200300013300,B0003,,94050.5,15.0,EA,19.0,200300013300,5307.92,6270.033333333334,5307.92,15.344628683526407,
10000733,30,200300013300,B0003,,1186432.67,197.0,EA,6022.5,200300013300,5307.92,6022.500862944162,5307.92,11.865184899198692,
10000566,10,200300013300,B0003,,1855920.0,304.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000459,10,200300013300,B0003,,3760680.0,616.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000346,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000514,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000878,10,200300053300,B0003,,10000.0,1.0,EA,10000.0,200300053300,5366.0,10000.0,5366.0,46.34,
10000649,20,200300013300,B0003,,505889.91,84.0,EA,6022.5,200300013300,5307.92,6022.498928571428,5307.92,11.865156591085196,
20000439,10,200300013300,B0003,,2777775.25,455.0,EA,18.5,200300013300,5307.92,6105.000549450549,5307.92,13.056191281134064,
10000527,20,200300013300,B0003,,168629.84,28.0,EA,6022.49,200300013300,5307.92,6022.494285714286,5307.92,11.865088646232484,
10000573,10,200300013300,B0003,,1538460.0,252.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
10000578,10,200300013300,B0003,,3035340.0,504.0,EA,18.25,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000463,10,200300013350,B0003,,684739.85,112.0,EA,6113.75,200300013350,5307.92,6113.7486607142855,5307.92,13.180598441875402,
20000464,10,200300013300,B0003,,1349040.0,224.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000018,50,200300053300,B0003,,71500044.24,12488.0,EA,17.35,200300053300,5314.99,5725.500019218449,5314.99,7.169854472806119,
2400000008,10,100131110039,CELL,,400.0,4.0,EA,100.0,100131110039,36.67,100.0,36.67,63.33,
20000248,10,200300013300,B0003,,2859120.0,456.0,EA,19.0,200300013300,5307.92,6270.0,5307.92,15.344178628389155,
20000418,20,200300013300,B0003,,69193079.9,12120.0,EA,17.3,200300013300,5307.92,5708.999991749175,5307.92,7.025398359236788,
20000875,10,100200030003,R0002,,100000.0,10.0,KG,10000.0,100200030003,5067.86,10000.0,5067.86,49.3214,
20000436,10,200300013350,B0003,,942187.62,150.0,EA,18.75,200300013350,5307.92,6281.2508,5307.92,15.495811757747354,
20000373,10,200300013300,B0003,,7214624.75,1166.0,EA,18.75,200300013300,5307.92,6187.499785591766,5307.92,14.21543137084156,
20000129,20,202038003300,B0003,,4615380.0,756.0,EA,18.5,202038003300,5463.0,6105.0,5463.0,10.515970515970515,
10000937,10,200100013400,B0003,,86250.5,10.0,EA,25.0,200100013400,6765.0,8625.05,6765.0,21.56567208306038,
10000395,10,200300013250,B0003,,1047864.75,188.0,EA,17.15,200300013250,5307.92,5573.748670212766,5307.92,4.769297755268514,
20000506,10,200300013300,B0003,,843150.33,140.0,EA,6022.5,200300013300,5307.92,6022.502357142856,5307.92,11.86520676567842,
20000414,10,200300013300,B0003,,2866710.5,476.0,EA,6022.5,200300013300,5307.92,6022.501050420168,5307.92,11.865187642770348,
20000387,10,200300013300,B0003,,1517670.46,252.0,EA,6022.5,200300013300,5307.92,6022.501825396826,5307.92,11.865198983974429,
20000274,10,200300013300,B0003,,693000.0,112.0,EA,18.75,200300013300,5307.92,6187.5,5307.92,14.21543434343434,
20000488,10,200300013300,B0003,,1287330.5,235.0,EA,16.6,200300013300,5307.92,5478.002127659574,5307.92,3.104820401598499,
20000265,10,200300013300,B0003,,18277380.0,3077.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
20000480,10,200300013300,B0003,,13869503.8,2388.0,EA,17.6,200300013300,5307.92,5807.999916247906,5307.92,8.610191519612979,
20000333,10,200300013300,B0003,,416327.6,76.0,EA,16.6,200300013300,5307.92,5477.994736842105,5307.92,3.1046896722677046,
20000478,10,200300013300,B0003,,2404841.9,439.0,EA,16.6,200300013300,5307.92,5477.999772209567,5307.92,3.1047787382613303,
20000829,10,200300013250,B0003,,7162691.18,1221.0,EA,18.05,200300013250,5307.92,5866.249942669942,5307.92,9.517663722589804,
20000273,10,200300013300,B0003,,14638007.86,2492.0,EA,17.8,200300013300,5307.92,5873.999943820225,5307.92,9.637043739092514,
10001146,10,200300013300,B0003,,9900.0,1.0,EA,30.0,200300013300,5307.92,9900.0,5307.92,46.38464646464647,
20000391,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,4826.1,6022.5,4826.1,19.86550435865504,
20000475,10,200300013300,B0003,,1686300.0,280.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000299,10,200300013350,B0003,,1735300.0,280.0,EA,18.5,200300013350,5307.92,6197.5,5307.92,14.353852359822508,
20000430,10,200300013300,B0003,,351120.0,56.0,EA,19.0,200300013300,5307.92,6270.0,5307.92,15.344178628389155,
20000426,10,200300013300,B0003,,2192190.0,364.0,EA,6022.5,200300013300,5411.0,6022.5,5411.0,10.153590701535906,
13000093,10,200100013400,B0003,,595000.0,50.0,EA,11900.0,200100013400,8766.06,11900.0,8766.06,26.335630252100845,
10000602,10,200300013250,B0003,,255937.12,42.0,EA,6093.74,200300013250,5228.05,6093.740952380952,5228.05,14.206231593135056,
10000748,10,200300013300,B0003,,1144275.25,190.0,EA,6022.5,200300013300,5307.92,6022.501315789474,5307.92,11.865191526252095,
20000437,10,200300013300,B0003,,7331345.7,1214.0,EA,18.3,200300013300,5307.92,6038.999752883032,5307.92,12.105974214256468,
20000404,10,200300013300,B0003,,180180.0,28.0,EA,19.5,200300013300,5307.92,6435.0,5307.92,17.514840714840712,
10000450,10,200300013300,B0003,,4502520.0,758.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
10000481,10,200300013300,B0003,,1349040.0,224.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000291,10,202038003300,B0003,,1709400.0,280.0,EA,6105.0,202038003300,5371.0,6105.0,5371.0,12.022932022932023,
20000550,10,200300013300,B0003,,1517670.5,252.0,EA,6022.5,200300013300,5307.92,6022.501984126984,5307.92,11.865201306871285,
20000839,10,200300053300,B0003,,990000.0,100.0,EA,9900.0,200300053300,5314.99,9900.0,5314.99,46.31323232323232,
10000580,10,200300013300,B0003,,843150.28,140.0,EA,6022.5,200300013300,5307.92,6022.502,5307.92,11.86520153916097,
10000226,20,202038003300,B0003,,1709400.0,280.0,EA,18.5,202038003300,5585.0,6105.0,5585.0,8.517608517608517,
20000493,10,200300013300,B0003,,9960720.0,1715.0,EA,17.6,200300013300,5307.92,5808.0,5307.92,8.610192837465563,
20000522,20,200300013300,B0003,,536002.36,89.0,EA,6022.5,200300013300,5307.92,6022.498426966292,5307.92,11.865149250462249,
20000501,10,200300013300,B0003,,18549300.0,3080.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000524,10,200300013250,B0003,,6221670.5,1032.0,EA,18.55,200300013250,5307.92,6028.750484496124,5307.92,11.956548647184064,
20000235,10,200300013300,B0003,,2764740.0,472.0,EA,17.75,200300013300,5307.92,5857.5,5307.92,9.382501067008109,
20000473,20,200300013300,B0003,,843149.87,140.0,EA,6022.5,200300013300,5307.92,6022.499071428571,5307.92,11.865158681694393,
10000180,20,200300013300,B0003,,69752231.92,11364.0,EA,18.6,200300013300,5307.92,6137.999992960225,5307.92,13.523623230893744,
10000055,10,202038003300,B0003,,11285042.85,1994.0,EA,17.15,202038003300,5505.0,5659.499924774323,5505.0,2.729921845179341,
10000567,10,200300013300,B0003,,1011780.0,168.0,EA,18.25,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000398,10,200300013300,B0003,,3711840.0,608.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
10000766,10,200300013300,B0003,,674520.0,112.0,EA,18.25,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000083,10,202038003300,B0003,,1367520.24,224.0,EA,6105.0,202038003300,5585.0,6105.001071428572,5585.0,8.517624572781465,
10000695,10,200300013300,B0003,,674520.33,112.0,EA,6022.5,200300013300,5307.92,6022.502946428571,5307.92,11.865215389430876,
10000526,20,200300013300,B0003,,1686299.75,280.0,EA,6022.5,200300013300,5307.92,6022.499107142857,5307.92,11.86515920434667,
10000782,10,200300013300,B0003,,1686299.81,280.0,EA,6022.5,200300013300,5307.92,6022.499321428571,5307.92,11.86516234026024,
10000704,20,200300013300,B0003,,536002.36,89.0,EA,6022.5,200300013300,5411.0,6022.498426966292,5411.0,10.153567234293517,
20000366,10,200300013300,B0003,,3390750.5,548.0,EA,18.75,200300013300,5307.92,6187.500912408759,5307.92,14.215446993224656,
20000482,10,200300013300,B0003,,9960720.0,1715.0,EA,17.6,200300013300,5307.92,5808.0,5307.92,8.610192837465563,
10000395,10,200300013250,B0003,,1047864.75,188.0,EA,17.15,200300013250,5307.92,5573.748670212766,5307.92,4.769297755268514,
20000247,10,200300013300,B0003,,1031183.8,168.0,EA,18.6,200300013300,5307.92,6137.9988095238095,5307.92,13.523606557822184,
10000339,20,200300013300,B0003,,1025640.0,168.0,EA,6105.0,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000407,10,200300013350,B0003,,1711850.5,280.0,EA,6113.75,200300013350,5307.92,6113.751785714286,5307.92,13.180642818984484,
20000780,10,200300013300,B0003,,198000.0,10.0,EA,60.0,200300013300,5307.92,19800.0,5307.92,73.19232323232323,
10000744,10,200300013350,B0003,,1711850.5,280.0,EA,6113.75,200300013350,5307.92,6113.751785714286,5307.92,13.180642818984484,
20000122,10,200300013350,B0003,,11304240.0,1824.0,EA,6197.5,200300013350,5307.92,6197.5,5307.92,14.353852359822508,
10000557,10,200300013300,B0003,,222750.5,36.0,EA,6187.51,200300013300,5307.92,6187.513888888889,5307.92,14.215626900949712,
10000471,10,200300013300,B0003,,674520.0,112.0,EA,6022.5,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
10000265,170,202038003200,B0003,,5440.0,1.0,EA,17.0,202038003200,5365.0,5440.0,5365.0,1.3786764705882353,
20000256,10,200300013300,B0003,,3760680.0,616.0,EA,18.5,200300013300,5307.92,6105.0,5307.92,13.056183456183454,
20000626,10,200300013300,B0003,,57172.38,9.0,EA,19.25,200300013300,5293.8,6352.486666666667,5293.8,16.665704663685503,
20000037,10,202038003300,B0003,,71500044.24,12488.0,EA,17.35,202038003300,5505.0,5725.500019218449,5505.0,3.85119235836712,
10000366,10,200300013300,B0003,,2648250.5,428.0,EA,18.75,200300013300,5307.92,6187.501168224299,5307.92,14.21545053989417,
20000473,20,200300013300,B0003,,843149.87,140.0,EA,6022.5,200300013300,5307.92,6022.499071428571,5307.92,11.865158681694393,
10000000,10,202038003300,B0003,,2014781.9,356.0,EA,5659.5,202038003300,5371.0,5659.499719101123,5371.0,5.097618754665205,
20000082,10,200100013450,B0003,,1217160.0,168.0,EA,21.0,200100013450,6729.0,7245.0,6729.0,7.122153209109731,
20000423,10,200300013300,B0003,,927464.74,154.0,EA,6022.5,200300013300,5307.92,6022.498311688311,5307.92,11.865147563453457,
20000812,10,200300053300,B0003,,3300000.0,500.0,EA,20.0,200300053300,5366.0,6600.0,5366.0,18.6969696969697,
20000422,20,200300013300,B0003,,207602076.16,36364.0,EA,17.3,200300013300,5307.92,5709.000004399956,5307.92,7.025398565262597,
10000778,30,200300013350,B0003,,1027110.5,168.0,EA,6113.75,200300013350,5307.92,6113.752976190476,5307.92,13.180659724537913,
10000413,10,200300013300,B0003,,665280.0,112.0,EA,18.0,200300013300,5307.92,5940.0,5307.92,10.64107744107744,
10000527,20,200300013300,B0003,,168629.84,28.0,EA,6022.49,200300013300,5293.8,6022.494285714286,5293.8,12.099542999032677,
10001147,10,200300013300,B0003,,29700.0,3.0,EA,30.0,200300013300,4826.1,9900.0,4826.1,51.25151515151515,
20000447,10,200300013300,B0003,,280830.5,46.0,EA,18.5,200300013300,5307.92,6105.010869565217,5307.92,13.056338253857746,
10000766,10,200300013300,B0003,,674520.0,112.0,EA,18.25,200300013300,5307.92,6022.5,5307.92,11.865172270651724,
20000544,10,200300013300,B0003,,694847.8,112.0,EA,6204.0,200300013300,5307.92,6203.998214285714,5307.92,14.443560158066267,
