Sales document,Sales Document Item,Material,Material Group,Product hierarchy,Net Value,Order Quantity,Sales unit,Net Price,Created on,Sold-to Party,Billed Quantity,Net Value_billing,Moving price,MovAvgPrice PP,MovAvgPrice PY,Total Stock,Total Value,Year,Month,Quarter,Material_Avg_Price,Price_Ratio,Profit_Margin,Order_Count,Total_Revenue,Total_Qty,Customer_Segment,Volume_Segment,Seasonal_Flag
10000012,30,202038003250,B0003,,1051050.5,168.0,EA,19.25,2019-03-11,1000011,168.0,1051050.5,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.00801878145786734,94.8051948051948,10,140565476.6,22384.0,0,0,1
10000013,20,202038003300,B0003,,2661120.0,448.0,EA,18.0,2019-03-11,1000076,224.0,1330560.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010966625173128916,-29738.88888888889,2,5322240.0,896.0,0,0,1
10000017,10,202038003300,B0003,,11285042.85,1994.0,EA,17.15,2019-03-11,1000049,,,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010448756762175606,-31217.78425655977,4,45140171.39,7976.0,0,0,1
10000018,50,200300053300,B0003,,71500044.24,12488.0,EA,17.35,2019-03-11,1000053,504.0,2885652.4,5245.14,5245.14,5245.14,50.0,267506.5,2019,3,1,169911.20808333333,0.00010211215725975332,-30131.35446685879,20,1241272308.3,217291.0,0,0,1
10000018,60,200300053250,B0003,,17367350.06,3080.0,EA,17.35,2019-03-11,1000053,504.0,2841930.5,5361.74,5366.0,5366.0,0.0,0.0,2019,3,1,33.6575,0.5154868899948006,-30803.40057636887,20,1241272308.3,217291.0,0,0,1
10000022,10,202038003250,B0003,,3439800.0,588.0,EA,18.0,2019-03-12,1000206,,,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.0074980813632006295,94.44444444444444,84,122351954.49,22285.0,0,0,1
10000022,20,202038003300,B0003,,13436280.0,2262.0,EA,18.0,2019-03-12,1000206,,,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010966625173128916,-29738.88888888889,84,122351954.49,22285.0,0,0,1
10000025,20,200300073200,B0003,,22860800.0,3760.0,EA,19.0,2019-03-12,1000031,175.0,1064000.0,5510.5,553709.0,553709.0,652.0,3592864.24,2019,3,1,1249.8837837837837,0.015201413320589809,-28902.63157894737,17,87945781.0,15997.0,0,0,1
10000027,10,202038003300,B0003,,360360.0,56.0,EA,19.5,2019-03-12,1003685,56.0,360360.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011880510604222991,-27443.589743589746,4,1081080.0,168.0,0,0,1
10000027,20,202038003300,B0003,,180180.0,28.0,EA,19.5,2019-03-12,1003685,28.0,180180.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011880510604222991,-27443.589743589746,4,1081080.0,168.0,0,0,1
10000030,10,202038003250,B0003,,3439800.0,588.0,EA,18.0,2019-03-12,1000206,308.0,1801800.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.0074980813632006295,94.44444444444444,84,122351954.49,22285.0,0,0,1
10000030,20,202038003300,B0003,,13436280.0,2262.0,EA,18.0,2019-03-12,1000206,448.0,2661120.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010966625173128916,-29738.88888888889,84,122351954.49,22285.0,0,0,1
10000031,20,202038003300,B0003,,29975550.5,4910.0,EA,18.5,2019-03-13,1000123,28.0,177870.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,2,61166325.75,9820.0,0,0,1
10000032,10,202038003300,B0003,,5567760.0,912.0,EA,18.5,2019-03-13,1000013,476.0,2905980.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,12,70789156.22,11780.0,0,0,1
10000033,10,202038003300,B0003,,2684880.0,452.0,EA,18.0,2019-03-13,1000181,168.0,997920.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010966625173128916,-29738.88888888889,10,37465760.0,6276.0,0,0,1
10000035,10,200300073200,B0003,,10064000.0,1850.0,EA,17.0,2019-03-13,1000052,150.0,816000.0,5510.5,553709.0,553709.0,652.0,3592864.24,2019,3,1,1249.8837837837837,0.013601264550001407,-32314.70588235294,347,1321162333.15,56487.0,0,0,1
10000036,10,202038003250,B0003,,1851850.5,308.0,EA,18.5,2019-03-13,1000016,252.0,1515150.5,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,42,1086495829.74,10296.0,0,0,1
10000037,10,202038003300,B0003,,1098900.0,180.0,EA,18.5,2019-03-13,1000022,56.0,341880.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,86,128642942.61,20766.0,0,0,1
10000038,10,202038003350,B0003,,2255890.5,364.0,EA,18.5,2019-03-13,1000022,336.0,2082360.46,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.0037779615211733435,-28935.67567567568,86,128642942.61,20766.0,0,0,1
10000039,20,202038003250,B0003,,5495490.5,924.0,EA,18.3,2019-03-13,1003365,448.0,2664480.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007623049385920641,94.53551912568307,8,34816850.0,5798.0,0,0,1
10000040,20,202038003350,B0003,,1388240.0,224.0,EA,18.5,2019-03-13,1003724,168.0,1041180.0,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.0037779615211733435,-28935.67567567568,6,25087482.0,4048.0,0,0,1
10000041,10,202038003300,B0003,,927960.0,152.0,EA,18.5,2019-03-13,1003722,84.0,512820.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,6,40191030.5,6740.0,0,0,1
10000042,10,202038003300,B0003,,2945250.5,476.0,EA,18.75,2019-03-13,1000203,476.0,2945250.5,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011423567888675955,-28545.333333333332,87,131095078.48,21704.0,0,0,1
10000043,10,202038003300,B0003,,472758.1,76.0,EA,18.85,2019-03-13,1003560,20.0,124410.03,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011484493584082227,-28393.36870026525,12,5106248.64,822.0,0,0,1
10000044,10,202038003300,B0003,,282150.5,45.0,EA,19.0,2019-03-13,1000182,28.0,175560.31,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011575882127191633,-28168.421052631576,4,4276141.0,698.0,0,0,1
10000045,1000,110000003345,O0001,,499999.93,20.0,EA,25000.0,2019-03-13,1000312,20.0,499999.93,1.0,1.0,1.0,0.0,0.0,2019,3,1,25000.0,1.0,99.996,35,7727220.04,30513.0,0,0,1
10000045,2000,110000000351,C0013,,719999.9,3.0,EA,239999.97,2019-03-13,1000312,3.0,719999.9,1.0,1.0,1.0,0.0,0.0,2019,3,1,186609.204,1.2861100356014594,99.99958333328125,35,7727220.04,30513.0,0,0,1
10000045,3000,110000000232,C0009,,15000.0,500.0,EA,30.0,2019-03-13,1000312,500.0,15000.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,30.0,1.0,96.66666666666667,35,7727220.04,30513.0,0,0,1
10000045,4000,110000000233,C0009,,15000.0,500.0,EA,30.0,2019-03-13,1000312,500.0,15000.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,25265.0,0.001187413417771621,96.66666666666667,35,7727220.04,30513.0,0,0,1
10000045,5000,110000000054,C0013,,9600.0,60.0,PAC,160.0,2019-03-13,1000312,60.0,9600.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,642991.4228571429,0.00024883691183474486,99.375,35,7727220.04,30513.0,0,0,1
10000045,6000,110000002519,O0001,,285599.96,3400.0,M,84.0,2019-03-13,1000312,3400.0,285599.96,1.0,1.0,1.0,0.0,0.0,2019,3,1,84.0,1.0,98.80952380952381,35,7727220.04,30513.0,0,0,1
10000045,7000,110000004205,C0013,,8820.0,180.0,EA,49.0,2019-03-13,1000312,180.0,8820.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,49.0,1.0,97.95918367346938,35,7727220.04,30513.0,0,0,1
10000045,10000,110000000061,O0001,,11640.0,970.0,EA,12.0,2019-03-13,1000312,970.0,11640.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,35,7727220.04,30513.0,0,0,1
10000045,12000,110000002088,C0013,,35000.0,7.0,EA,5000.0,2019-03-13,1000312,7.0,35000.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,6250.0,0.8,99.98,35,7727220.04,30513.0,0,0,1
10000046,20,200200170400,B0003,,432000.0,450.0,EA,960.0,2019-03-13,1003683,450.0,432000.0,938.0,938.0,938.0,3.0,2814.0,2019,3,1,134873.57933333333,0.007117776548566327,2.2916666666666665,2,864000.0,900.0,0,0,1
10000047,10,202038003250,B0003,,197600.0,32.0,EA,19.0,2019-03-13,1000153,28.0,172900.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007914641438933999,94.73684210526315,3,592800.0,96.0,0,0,1
10000048,10,202038003300,B0003,,374417.82,61.0,EA,18.6,2019-03-13,1000134,56.0,343728.09,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011332179345566547,-28776.344086021498,13,21923883.880000003,3597.0,0,0,1
10000048,20,200100013450,B0003,,65981.22,9.0,EA,21.25,2019-03-13,1000134,9.0,65980.94,5217.04,5217.04,5217.04,0.0,0.0,2019,3,1,1524.9014473684213,0.013935326795493513,-24450.776470588236,13,21923883.880000003,3597.0,0,0,1
10000049,10,202038003350,B0003,,1395743.8,224.0,EA,18.6,2019-03-13,1000159,168.0,1046807.86,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.003798382934801308,-28779.569892473115,8,7168110.4,1176.0,0,0,1
10000050,10,202038003300,B0003,,206910.0,33.0,EA,19.0,2019-03-13,1003723,33.0,206910.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011575882127191633,-28168.421052631576,2,413820.0,66.0,0,0,1
10000051,20,202030901500,B0003,,606824.89,200.0,EA,2022.75,2019-03-13,1000167,144.0,436913.91,2799.0,2799.0,2799.0,1.0,2799.0,2019,3,1,202.9063636363636,9.968883990376217,-38.37597330367075,47,32151693.02,5849.0,0,0,1
10000051,50,200200190600,B0003,,129194.98,100.0,EA,2153.25,2019-03-13,1000167,100.0,129194.97,1341.0,1341.0,1341.0,38.0,50958.0,2019,3,1,268.87333333333333,8.008417842354516,37.72204806687565,47,32151693.02,5849.0,0,0,1
10000052,10,202038003250,B0003,,54522422.87,9782.0,EA,17.15,2019-03-13,1000047,370.0,2062287.62,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007144005298827266,94.16909620991254,5,171740461.95999998,30550.0,0,0,1
10000053,10,202038003300,B0003,,46521090.5,8220.0,EA,17.15,2019-03-14,1003373,336.0,1901592.4,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010448756762175606,-31217.78425655977,5,108040282.0,19220.0,0,0,1
10000054,10,202038003300,B0003,,6395235.25,1130.0,EA,17.15,2019-03-14,1003561,3.0,16978.5,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010448756762175606,-31217.78425655977,2,12790470.5,2260.0,0,0,1
10000055,10,202038003300,B0003,,11285042.85,1994.0,EA,17.15,2019-03-14,1000049,504.0,2852388.05,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010448756762175606,-31217.78425655977,4,45140171.39,7976.0,0,0,1
10000056,20,202038003350,B0003,,1735300.0,280.0,EA,18.5,2019-03-14,1000030,280.0,1735300.0,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.0037779615211733435,-28935.67567567568,9,20695942.87,3370.0,0,0,1
10000057,10,202038003250,B0003,,1010100.0,168.0,EA,18.5,2019-03-14,1000203,56.0,336700.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,87,131095078.48,21704.0,0,0,1
10000057,20,202038003300,B0003,,2393160.0,392.0,EA,18.5,2019-03-14,1000203,168.0,1025640.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,87,131095078.48,21704.0,0,0,1
10000058,20,202038003250,B0003,,505050.16,84.0,EA,18.5,2019-03-14,1000052,84.0,505050.16,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,347,1321162333.15,56487.0,0,0,1
10000058,30,202038003300,B0003,,683760.23,112.0,EA,18.5,2019-03-14,1000052,112.0,683760.23,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,347,1321162333.15,56487.0,0,0,1
10000058,40,202038003350,B0003,,347060.11,56.0,EA,18.5,2019-03-14,1000052,56.0,347060.11,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.0037779615211733435,-28935.67567567568,347,1321162333.15,56487.0,0,0,1
10000059,20,202038003350,B0003,,1735300.0,280.0,EA,18.5,2019-03-14,1000038,224.0,1388240.0,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.0037779615211733435,-28935.67567567568,4,3479000.0,960.0,0,0,1
10000060,10,202038003300,B0003,,2503050.5,410.0,EA,18.5,2019-03-14,1000013,56.0,341880.07,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,12,70789156.22,11780.0,0,0,1
10000061,10,200100013450,B0003,,615824.81,84.0,EA,21.25,2019-03-14,1000133,84.0,615824.81,5217.04,5217.04,5217.04,0.0,0.0,2019,3,1,1524.9014473684213,0.013935326795493513,-24450.776470588236,8,3531851.5,504.0,0,0,1
10000061,20,202038003300,B0003,,175559.94,28.0,EA,19.0,2019-03-14,1000133,28.0,175559.94,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011575882127191633,-28168.421052631576,8,3531851.5,504.0,0,0,1
10000062,10,202038003300,B0003,,1855920.0,304.0,EA,18.5,2019-03-14,1003722,220.0,1343100.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,6,40191030.5,6740.0,0,0,1
10000063,10,202038003300,B0003,,953040.0,152.0,EA,19.0,2019-03-14,1003371,140.0,877800.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011575882127191633,-28168.421052631576,5,1911525.75,334.0,0,0,1
10000064,10,202038003250,B0003,,1154400.0,192.0,EA,18.5,2019-03-14,1000161,112.0,673400.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,53,335198201.4,35312.0,0,0,1
10000065,10,200200232400,B0003,,5760.0,2.0,EA,12.0,2019-03-14,1003739,2.0,5760.0,525782.0,525782.0,525782.0,0.0,0.0,2019,3,1,12.0,1.0,-4381416.666666666,32,3255360.0,912.0,0,0,1
10000065,20,200300082600,B0003,,24960.0,8.0,EA,12.0,2019-03-14,1003739,1.0,3120.0,4819.0,4819.0,4819.0,0.0,0.0,2019,3,1,12.0,1.0,-40058.33333333333,32,3255360.0,912.0,0,0,1
10000065,30,200300082650,B0003,,391140.0,123.0,EA,12.0,2019-03-14,1003739,2.0,6360.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,32,3255360.0,912.0,0,0,1
10000065,40,200300312400,B0003,,11520.0,4.0,EA,12.0,2019-03-14,1003739,1.0,2880.0,4507.0,4507.0,4507.0,0.0,0.0,2019,3,1,12.0,1.0,-37458.33333333333,32,3255360.0,912.0,0,0,1
10000065,50,200300312500,B0003,,9000.0,3.0,EA,12.0,2019-03-14,1003739,1.0,3000.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,56.0,0.21428571428571427,91.66666666666666,32,3255360.0,912.0,0,0,1
10000065,60,200300312600,B0003,,9360.0,3.0,EA,12.0,2019-03-14,1003739,1.0,3120.0,4542.0,581053.0,581053.0,0.0,0.0,2019,3,1,12.0,1.0,-37750.0,32,3255360.0,912.0,0,0,1
10000065,70,202031402450,B0003,,8820.0,3.0,EA,12.0,2019-03-14,1003739,1.0,2940.0,4534.0,0.0,0.0,0.0,0.0,2019,3,1,13.5,0.8888888888888888,-37683.33333333333,32,3255360.0,912.0,0,0,1
10000065,80,202031402500,B0003,,12000.0,4.0,EA,12.0,2019-03-14,1003739,1.0,3000.0,4546.0,4546.0,4546.0,2.0,9092.0,2019,3,1,13.5,0.8888888888888888,-37783.33333333333,32,3255360.0,912.0,0,0,1
10000065,100,202031402600,B0003,,9360.0,3.0,EA,12.0,2019-03-14,1003739,2.0,6240.0,4534.0,4534.0,4534.0,0.0,0.0,2019,3,1,12.0,1.0,-37683.33333333333,32,3255360.0,912.0,0,0,1
10000065,110,202032802500,B0003,,3000.0,1.0,EA,12.0,2019-03-14,1003739,1.0,3000.0,4564.0,4564.0,4564.0,1.0,4564.0,2019,3,1,12.0,1.0,-37933.33333333333,32,3255360.0,912.0,0,0,1
10000065,140,202038003200,B0003,,1075200.0,280.0,EA,12.0,2019-03-14,1003739,56.0,215040.0,5365.0,5365.0,5365.0,0.0,0.0,2019,3,1,16.137254901960784,0.7436208991494533,-44608.33333333333,32,3255360.0,912.0,0,0,1
10000065,150,202038202450,B0003,,2940.0,1.0,EA,12.0,2019-03-14,1003739,1.0,2940.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,32,3255360.0,912.0,0,0,1
10000065,160,202038202550,B0003,,15300.0,5.0,EA,12.0,2019-03-14,1003739,5.0,15300.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,32,3255360.0,912.0,0,0,1
10000065,180,202038302550,B0003,,21420.0,7.0,EA,12.0,2019-03-14,1003739,7.0,21420.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,32,3255360.0,912.0,0,0,1
10000065,190,202038302600,B0003,,24960.0,8.0,EA,12.0,2019-03-14,1003739,8.0,24960.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,32,3255360.0,912.0,0,0,1
10000065,220,202031802450,B0003,,2940.0,1.0,EA,12.0,2019-03-14,1003739,1.0,2940.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,12.0,1.0,91.66666666666666,32,3255360.0,912.0,0,0,1
10000066,10,202038003300,B0003,,2338710.5,373.0,EA,19.0,2019-03-14,1000147,280.0,1755600.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011575882127191633,-28168.421052631576,21,408775511.8,11514.0,0,0,1
10000069,10,200300053300,B0003,,271812387.0,47474.0,EA,17.35,2019-03-14,1000053,504.0,2885652.4,5245.14,5245.14,5245.14,50.0,267506.5,2019,3,1,169911.20808333333,0.00010211215725975332,-30131.35446685879,20,1241272308.3,217291.0,0,0,1
10000069,20,200300053250,B0003,,57808465.0,10252.0,EA,17.35,2019-03-14,1000053,140.0,789425.14,5361.74,5366.0,5366.0,0.0,0.0,2019,3,1,33.6575,0.5154868899948006,-30803.40057636887,20,1241272308.3,217291.0,0,0,1
10000070,10,202038003250,B0003,,1449012.42,241.0,EA,18.5,2019-03-14,1000191,224.0,1346800.0,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,5,5872270.489999999,972.0,0,0,1
10000070,20,202038003300,B0003,,927959.95,152.0,EA,18.5,2019-03-14,1000191,28.0,170940.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,5,5872270.489999999,972.0,0,0,1
10000071,10,202038003250,B0003,,559162.87,93.0,EA,18.5,2019-03-14,1000191,93.0,1720.97,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,5,5872270.489999999,972.0,0,0,1
10000072,10,202038003300,B0003,,2023560.0,336.0,EA,18.25,2019-03-14,1000194,280.0,1686300.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011118939411644595,-29330.136986301368,3,10117800.0,1680.0,0,0,1
10000073,10,202038003250,B0003,,1018290.5,168.0,EA,18.65,2019-03-14,1000154,112.0,678860.2,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007768845412427318,94.63806970509383,15,17636003.0,2932.0,0,0,1
10000074,10,202038003250,B0003,,505050.25,84.0,EA,18.5,2019-03-14,1000167,28.0,168350.12,1.0,1.0,1.0,0.0,0.0,2019,3,1,2400.614120879121,0.007706361401067314,94.5945945945946,47,32151693.02,5849.0,0,0,1
10000074,20,202038003300,B0003,,512820.25,84.0,EA,18.5,2019-03-14,1000167,84.0,512820.38,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,47,32151693.02,5849.0,0,0,1
10000076,10,200300073200,B0003,,9515200.0,1565.0,EA,19.0,2019-03-14,1000031,,,5510.5,553709.0,553709.0,652.0,3592864.24,2019,3,1,1249.8837837837837,0.015201413320589809,-28902.63157894737,17,87945781.0,15997.0,0,0,1
10000076,20,200300073200,B0003,,1732800.0,285.0,EA,19.0,2019-03-14,1000031,,,5510.5,553709.0,553709.0,652.0,3592864.24,2019,3,1,1249.8837837837837,0.015201413320589809,-28902.63157894737,17,87945781.0,15997.0,0,0,1
10000078,10,200100013450,B0003,,205275.25,28.0,EA,21.25,2019-03-14,1000206,28.0,205275.25,5217.04,5217.04,5217.04,0.0,0.0,2019,3,1,1524.9014473684213,0.013935326795493513,-24450.776470588236,84,122351954.49,22285.0,0,0,1
10000079,10,202038003300,B0003,,476520.0,76.0,EA,19.0,2019-03-14,1000118,56.0,351120.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011575882127191633,-28168.421052631576,2,953040.0,152.0,0,0,1
10000080,10,202038003300,B0003,,902880.0,152.0,EA,18.0,2019-03-14,1003559,140.0,831600.0,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.010966625173128916,-29738.88888888889,9,38476251.45,6445.0,0,0,1
10000081,20,202038003300,B0003,,2393160.28,392.0,EA,18.5,2019-03-15,1000023,56.0,341879.96,5371.0,5567.0,5567.0,13.0,69822.98,2019,3,1,1641.343596214511,0.011271253650160275,-28932.432432432433,54,113959272.58,18470.0,0,0,1
10000081,30,202038003350,B0003,,1908830.22,308.0,EA,18.5,2019-03-15,1000023,168.0,1041179.88,5371.6,1.0,1.0,120.0,644598.13,2019,3,1,4896.820652173913,0.0037779615211733435,-28935.67567567568,54,113959272.58,18470.0,0,0,1
10000082,40,202040003100,B0003,,3720.0,1.0,EA,12.0,2019-03-15,1003738,1.0,3720.0,5149.0,525782.0,525782.0,0.0,0.0,2019,3,1,12.0,1.0,-42808.33333333333,122,573695516.92,1707.0,0,0,1
10000082,50,202034903100,B0003,,3720.0,1.0,EA,12.0,2019-03-15,1003738,1.0,3720.0,5490.0,525782.0,525782.0,0.0,0.0,2019,3,1,12.0,1.0,-45650.0,122,573695516.92,1707.0,0,0,1
10000082,60,202038003050,B0003,,3660.0,1.0,EA,12.0,2019-03-15,1003738,1.0,3660.0,5365.0,1.0,1.0,6.0,32190.0,2019,3,1,12.0,1.0,-44608.33333333333,122,573695516.92,1707.0,0,0,1
10000082,70,202038003100,B0003,,11160.0,3.0,EA,12.0,2019-03-15,1003738,3.0,11160.0,525782.0,525782.0,525782.0,0.0,0.0,2019,3,1,12.0,1.0,-4381416.666666666,122,573695516.92,1707.0,0,0,1
10000082,80,202038003100,B0003,,3720.0,1.0,EA,12.0,2019-03-15,1003738,1.0,3720.0,525782.0,525782.0,525782.0,0.0,0.0,2019,3,1,12.0,1.0,-4381416.666666666,122,573695516.92,1707.0,0,0,1
10000082,90,202038003150,B0003,,3780.0,1.0,EA,12.0,2019-03-15,1003738,1.0,3780.0,5365.0,5584.49,5584.49,8.0,42920.0,2019,3,1,11.64258064516129,1.0306993239499058,-44608.33333333333,122,573695516.92,1707.0,0,0,1
10000082,100,202038003150,B0003,,11340.0,3.0,EA,12.0,2019-03-15,1003738,3.0,11340.0,5365.0,5584.49,5584.49,8.0,42920.0,2019,3,1,11.64258064516129,1.0306993239499058,-44608.33333333333,122,573695516.92,1707.0,0,0,1
